Hash,Kingdom,Phylum,Subphylum,Class,Subclass,Superorder,Order,Family,Genus,Species
1bb0fc6e4276a8ec6e708d2564ac87f045e66d78,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
20da868e0f7bbbdeeea3f49504226e0be794d49d,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,,
3a57a5f86db3965ba7c713dce0753a65913de6d0,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Neocalanus,Neocalanus gracilis
400f599406f49445cff5fdbfa94c51fb02697f0d,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
41fa2c3e1da25cf0d8f82240e75d2f319964f433,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Calocalanus,Calocalanus plumulosus
5016ae275967ca9b9e6a0e4fa038e4844149dc3b,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,,
57e4442ed638cd99e77695d0c85d1d52fd5a4c1f,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus monachus
582c50cc31693e1d6fa6fdf01c1bf597304472bb,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Candaciidae,Candacia,Candacia bispinosa
6262f4f31a9970241ed1dea1b6bad53b93d55ba1,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
75a3029c1b0f36c9d3a0c5d2115a98cf8e233ead,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Candaciidae,Candacia,Candacia bispinosa
7bd4d256cbcc430101a056ffc51ec0c968b30fd0,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Neocalanus,Neocalanus gracilis
8b6cd211cca76921396c7035fbb1f8983538c59c,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Neocalanus,Neocalanus gracilis
a32fc91489b7a81b814c9f53d4ae138157f44bd6,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Calocalanus,Calocalanus plumulosus
c12b62849484102880d0fb6cfe1864c1181c6aab,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
ccd6adc30a1170b0632754a86f10462beaab94b9,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
d9831c75518f23ec13c818ff7dcde2461a5a5ad8,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis edentata
e44ffc98f0fc8ff7b4f982338858679ac91bb060,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
e81c77dde8eacc819422ea27a902b3cd7b45a87c,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
f4ccbd0f2291471fb55095be28bd35f2ebac2e58,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
365a0e9f26b722261bf58fa04e7c7d4a783992de,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Candaciidae,Candacia,Candacia aethiopica
3b4ada1bf0a5f33636d3a04f1421d977779a686f,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Neocalanus,Neocalanus gracilis
3c9b2ac9f3bbbf0b47146977ac9ac896d4e5d96f,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
72d062446bb7ba8f9c7915f64384ee7d8b603d0c,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
9b221c0e8a8dd2ee82214bbc00bd37bbb2df307d,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
b7bdaf404951a48d9643a14cbe07186b767fecc4,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
e2c516c83e90b42a475de865636459e68274c3cc,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Neocalanus,Neocalanus gracilis
0762b0f2d66df9217c85797bef6c93f6fb264c87,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis edentata
0f91b603c991325a762aead17a651b680c9fa1ab,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
134558db002ef4fed720988d68f864ca1621cae8,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Scolecitrichidae,Racovitzanus,Racovitzanus antarcticus
2af881493785ca858363fd96566f259dc653bb3f,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
3295752a0e23c38ca91766afff6878c18041e839,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta rubra
3f5807ef95ce9f610e72088d5bcac8012cc9e624,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Pseudocalanus,Pseudocalanus minutus
69b58afec38337f5e8501cc341b74d975f0b46fd,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Clausocalanus,Species
9a768c0df6b87c589c269b3027c1477b84ef3469,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Clausocalanus,Species
a36c224f9363b72cbeaa16cc313fe73f84ad269b,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
aab26daa433ca9862229346318e7fdb74eef6f89,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
c58938c10eefd69ed860033dae446702ff7da2d6,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Clausocalanus,Species
ed8f1aeb5c35145bd79b62d86849e3aef04f3457,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Clausocalanus,Species
ede8bbae41c6cbdec41635ed38ad500e5e256af0,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
f036b5e17fc4c0d42ad5a8a2483819ed514fef8c,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis edentata
23d6e9d3191dcc649b6b3d2fe2da9b7b4e950417,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
2bbe2be7f4ad400016eff63bdd646252f1bd5f57,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
3666ebe1ad068b2bd1b19d0e8a6669161293edee,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Heterorhabdidae,Heterorhabdus,Heterorhabdus papilliger
538d27d39abe9d9592f516ded1e94eb26651ae45,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
57e52a226de89d6efaa750e1ce46795286183cab,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
86ef3f702dbf9caddb367cb63d369568761c6565,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis
92771fad06c5bb778b5fe0333e0cb7b5cf5e6585,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
a15ad3a03d6e6d71b2be45304eab01ee1c5ccc91,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
b1d888c6b6713a935dc62e9d108de4d23174fc07,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
e3f170ad356cf0080eed53d5857af8ccb2c80c75,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Aetideidae,Aetideus,Aetideus bradyi
f870eab489edf25c65efca332facc98816ab55e3,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Neocalanus,Neocalanus gracilis
2041f6b207b2daddfa4826ea21b6469a08e84de4,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
333fd3d3b88faf1718a974b8e1fc30da1b02da10,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Rhincalanus,Rhincalanus nasutus
8fd3e861fc6d88fa1a12b398a2ac39b4ca8dd442,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
97632053d61f1fad7e5b97573daaf02cb196fe59,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
a74eeebefa63696b84c329460c3922b8ded410a9,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
aa19746b8fa272efeed1f440d639e4f1369ce04c,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis edentata
cec56d18766d86c41b1ab1562f8f2fae96e59eb2,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
08b5803083c16cfaa8724caa8f7f13287715290b,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
1491f4b1c2ee1f7e7da61e612def75fcc3bb4607,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Ctenocalanus,Ctenocalanus vanus
3aa853bca25b7b1ce2e63345f2f163d2e53b69a1,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta rubra
4c7f50c6a0efac46330237782a0669b177c8ac0c,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
62c690487fe2f5e57f5542718f40fcddede65943,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,,
6f2d714dd5a1bab8a8c27eba2072ad85cb46b080,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Scolecitrichidae,,
8394546db26107ee423fba50457ef024287e8880,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Ctenocalanus,Ctenocalanus vanus
841caf7f0ea83ef445a3e0bf78eb41e2d8cb6e94,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Pleuromamma,Pleuromamma borealis
84aeff30e1b68be929aed5b3db47eacb92525384,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Ctenocalanus,Ctenocalanus vanus
a0093cfe7fecf53444ffdd22c075237d7f232092,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis
b6bb63e6b82548022f3aab52c5128ff21ecaf9e9,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus
d7edcff383043b31c18bc13e5e8d8cb4b6475514,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
db16cde0a47b49665e5e95e7bc65603c57463ede,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus
dd1db3be8b451b44db2360a15898dd366da21419,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
135ced8d35c59193d09cb756b7d9c1c3336a9b74,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,,
14872253069b69a5296e08c0eb345409f906404f,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
2951aba95b37a34348a90b2c0fd39f7d031f190f,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
2cc2cf417338b1637b18f3955dc7c2961d1ac608,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
48e8e37e3c6cfbcc81c3fd620a39880cf6cdf6f5,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
4b8d944930dce2b03f0d6a358e28924ce6c743d8,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis edentata
6e5f0aea0993ec6505218ecb0fb83093fbefe698,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
7379ee3db3a49b6c1915ba03d04b4c8789880545,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
7f5ba8eeafe0fbcf5204f493635c56d47d0edacc,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Mecynocera,Mecynocera clausi
839a2058bdab34c3ee2d6ca431648061a348c2ac,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
8f1ed97a0c5d307c90a67d0f46eed22b589512d7,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
9081d6535915d7b39198f4113990394a7854502b,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis edentata
917ced099c60ba42ccf3355275d2cae37aa62f28,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
978c7227186f7aefb7cdb6268b5011d8fe49f81e,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
a0b31f412830e5fe3228b1b8ebb5465e504fa903,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
a1babf7d87df66adb4e4e473fa9a07f733aee805,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Candaciidae,Candacia,Candacia bipinnata
a41a200e95804d2ff3b0b56210a93a9af73a0e22,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Mecynocera,Mecynocera clausi
aa54cff097059a9a673dcb42533cedbf3751ba55,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta marina
aaa1907ba3728258b8dd6e8e96946f186b121454,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Paracalanus,Paracalanus aculeatus
ac8d0324ccb1c0e0f0990108082986b925d04c9c,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Scolecitrichidae,Lophothrix,Lophothrix humilifrons
d2d62a69a34c36cf254118eca3c49ed47497be31,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
d7068805ebba013181befae640d399587510c069,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
e6e9e14c9d8f276c15c8309bb19a93bc298d4355,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
e855cb395083958ca954050b16adcbb52c8a1198,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Euchaeta,Euchaeta media
f3547750bf37c9e772c96e8847d22679e9b130aa,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Paracalanus,Paracalanus aculeatus
ff561f064e9c8b06f1c6c8532db2538fe77f7aec,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
073f1a97c014aa752e2ca771dc99a2f86a0e1d45,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus monachus
5e5dc956442a511e1445f53946aa98d1d5d16d44,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis
9995b9cd343c2258d25342be5f62a721b0970c36,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
d2c57e05b205bb678612119becab766388e5d127,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
d773ca34f2a6701b9e5cd3a904bf9fdf3ed9d556,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Ctenocalanus,Ctenocalanus vanus
01d3533a3aeb153dc29a07d0dce45b2797a53191,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
06727370589ab8a32ded79c049391a33a3b3d2ab,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Mecynocera,Mecynocera clausi
143a1a368743bfb4333b13e49b0a228c3fcd5b05,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Mecynocera,Mecynocera clausi
2496816a4e4f257528704b34e739c726d44494e1,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
2882c6e1c17d57b19c7e97bc74c97646f06ec837,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
29e52d9fe219c323dd10e9de0ba04739b3a204f9,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Mecynocera,Mecynocera clausi
309dace1f4e6774d9d46e053bf6dc9b0e7a0f9c2,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
3625804dab4dda61f72a8da2935fb4c68504d66b,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta rubra
3716da6268a512b51c0cbc67633e3df89556b35a,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Mecynocera,Mecynocera clausi
4f75f6c68eae27187e8d7065f81e8d54126b6654,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Mecynocera,Mecynocera clausi
6a24f047564105ca25ac3f9ab048903b43f9b886,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
7cda397987bc78d57675272a433c36b06dcb17bd,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
87555bfa0a41d663c1341a8ebdc888733442789e,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus
96b148a47663724560c08df0f1f9f37fbb24a227,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus
a3d52bb05cb59ff6bbe731a9c466e9f1eae546b1,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus
ac1b7d635f1cffdc7640bba91222a5d10c1c0712,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
b2903125d51ed368557089fa533b005326e22b39,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus furcatus
b34139dbad6837e460de2885ab127660d0df6ece,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Clausocalanus,Species
b533408a2bd1d7de95964b48331f977f3d08d11d,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
d05d3f52eb7e83e10eb3f4f762b5a31d96965a97,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Clausocalanus,Species
fce7cdae9423828c6a9f9261579a8bcee56ff9ed,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Clausocalanus,Species
602e9eeb6d5b1c2f3459d6e2ea056830189d62c1,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Neocalanus,Neocalanus gracilis
6aad85ea4a71c3334e7bf12fed4edb5b43f233d7,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
a10a3facd3ae81b5971a7810dde49c6eeffb3467,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
13503722fd14c37395737a4f80960de62dd1a733,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Neocalanus,Neocalanus gracilis
699e9b3947e6ec65c72bcb6724c4da6378b602b1,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
8a4c77cfe21f3e7e0981111c5fd7be9535d6bc18,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
9445c7e7e7564c785149f8d38c240d49b63eb1fb,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
99de773151bd6ae469af432db60aa5010d0de0ef,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Candaciidae,Candacia,Candacia bispinosa
a1852245a7cd533342d6705f214bebb2edee248f,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Calanus,Calanus pacificus
a60f550abbcec40e12649597c4145412876935eb,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
af88912083d9acdadff84b8a9fe4b080d4459577,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Ctenocalanus,Ctenocalanus vanus
b64839cd004609792ba1362a5f2628c1081f22ad,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
cba0dae7291296bbdc499c578c54b160e384cdeb,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,,,
d175c0e392394640ada8c8ac4aa5ba3f8f92dce6,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus monachus
f3704a553d3d05194f11897354ac54629bbfd64c,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
fe1ec73b314bfbc02fbf72d8f7b9b67ef971568e,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
18e3da3753b768ffb3358b49c2b2727aa254a858,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Heterorhabdidae,Heterorhabdus,
277f415b8d7c5948a729ca5ce6f7df25074485e0,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
419cd6ad8c8ab9c34eee3531200958b403b0580d,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
48a577958546b1159f598608f81a6caa78c78941,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Clausocalanidae,Clausocalanus,Species
4cf762d4135c5ef5e0b895c35728b80bcb68890e,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
b2e1b4e19f0fcde3d2367ddf3a5b0bbbc68fd814,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Calanidae,Neocalanus,Neocalanus gracilis
bfc2577faa91154ba3d4632da9b9899febdce738,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
e27a36821bf9627395327b6d1c421d0560cbe615,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Eucalanidae,Eucalanus,Eucalanus californicus
0a82019658d8ad05f9b731e54fec76df370047cf,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,Gymnoplea,Calanoida,Metridinidae,Pleuromamma,Pleuromamma abdominalis edentata
